-0.369768,-0.00831281,-0.376095
-0.371368,-0.365728,-0.36254
-0.351692,-0.328372,-0.347932
-0.317566,-0.339451,-0.348064
-0.343113,-0.353514,-0.361893
-0.363899,-0.358742,-0.373111
-0.366978,-0.372006,-0.368396
-0.373497,-0.369206,-0.359446
-0.347208,-0.358832,-0.357836
-0.34546,-0.358651,-0.369995
-0.376983,-0.377232,-0.387211
-0.384164,-0.388553,-0.401295
-0.402595,-0.393893,-0.406561
-0.401552,-0.398767,-0.408084
-0.396584,-0.39591,-0.406587
-0.389024,-0.41372,-0.403791
-0.377769,-0.397946,-0.400469
-0.398794,-0.400678,-0.402408
-0.398813,-0.397065,-0.403311
-0.393874,-0.393882,-0.40385
-0.40044,-0.414267,-0.409644
-0.389291,-0.401384,-0.412653
-0.40077,-0.409582,-0.408243
-0.396167,-0.398033,-0.402766
-0.397601,-0.402894,-0.401569
-0.401482,-0.396555,-0.399201
-0.396215,-0.393229,-0.406662
-0.381733,-0.40319,-0.418385
-0.416575,-0.418513,-0.421915
-0.412568,-0.417259,-0.417248
-0.4091,-0.409109,-0.414921
-0.403782,-0.406658,-0.418226
-0.407668,-0.407457,-0.410565
-0.406894,-0.394764,-0.39666
-0.391612,-0.366225,-0.38853
-0.380192,-0.345886,-0.396915
-0.357612,-0.375637,-0.410257
-0.393369,-0.418241,-0.425193
-0.419886,-0.42757,-0.438387
-0.430005,-0.430782,-0.446956
-0.43257,-0.432202,-0.449592
-0.436702,-0.433786,-0.446788
-0.433336,-0.434825,-0.437454
-0.424039,-0.444096,-0.432105
-0.418361,-0.427263,-0.437334
-0.432184,-0.427794,-0.441493
-0.429332,-0.429912,-0.439619
-0.417238,-0.433329,-0.440827
-0.435392,-0.433703,-0.450576
-0.440811,-0.43298,-0.455057
-0.445683,-0.441604,-0.455998
-0.438406,-0.445829,-0.455339
-0.445536,-0.439621,-0.456582
-0.443915,-0.440005,-0.451203
-0.442248,-0.440609,-0.449076
-0.434139,-0.442781,-0.45659
-0.448642,-0.443446,-0.464486
-0.45012,-0.442561,-0.461633
-0.447615,-0.443631,-0.45822
-0.43904,-0.449447,-0.459308
-0.446848,-0.444987,-0.461266
-0.445811,-0.447884,-0.463384
-0.450804,-0.451834,-0.464888
-0.453068,-0.451874,-0.465099
-0.451201,-0.452846,-0.4639
-0.451616,-0.449296,-0.462989
-0.44376,-0.452237,-0.461341
-0.448965,-0.451193,-0.458838
-0.444059,-0.449658,-0.459006
-0.437918,-0.453726,-0.462113
-0.44243,-0.449679,-0.46248
-0.441718,-0.445375,-0.457934
-0.438026,-0.439366,-0.455246
-0.430496,-0.435908,-0.453222
-0.439011,-0.434869,-0.446972
-0.433334,-0.434347,-0.440607
-0.425971,-0.420726,-0.435933
-0.426419,-0.417234,-0.434028
-0.423048,-0.413718,-0.431367
-0.42293,-0.41632,-0.431527
-0.4214,-0.415228,-0.432906
-0.423169,-0.414561,-0.430326
-0.420147,-0.412032,-0.427988
-0.415108,-0.414208,-0.432509
-0.427276,-0.414948,-0.437826
-0.419067,-0.3635,-0.438139
-0.426064,-0.422126,-0.433574
-0.412735,-0.422243,-0.428766
-0.41765,-0.414105,-0.427759
-0.421325,-0.413847,-0.433133
-0.425837,-0.415025,-0.43559
