-0.427287,-0.418776,-0.432818
-0.423945,-0.419913,-0.432226
-0.423424,-0.41927,-0.4349
-0.425503,-0.427256,-0.436535
-0.42406,-0.425067,-0.432756
-0.42307,-0.423424,-0.429623
-0.419619,-0.422536,-0.428594
-0.418663,-0.423049,-0.431043
-0.421571,-0.424667,-0.431115
-0.42112,-0.419994,-0.427852
-0.412149,-0.418814,-0.420228
-0.410863,-0.405888,-0.415409
-0.405154,-0.404868,-0.415376
-0.410022,-0.410652,-0.416389
-0.408742,-0.411021,-0.413402
-0.40591,-0.39924,-0.41433
-0.407231,-0.400322,-0.415478
-0.405815,-0.402291,-0.413431
-0.405029,-0.403686,-0.411245
-0.404148,-0.396865,-0.412133
-0.405427,-0.403752,-0.409906
-0.398238,-0.402192,-0.407948
-0.401117,-0.399421,-0.409545
-0.400943,-0.400089,-0.408989
-0.40055,-0.389289,-0.403476
-0.391562,-0.395765,-0.393853
-0.381528,-0.388924,-0.387692
-0.378757,-0.384655,-0.388066
-0.384835,-0.385914,-0.395632
-0.394338,-0.398187,-0.401721
-0.399619,-0.394755,-0.405755
-0.397748,-0.400945,-0.403395
-0.387929,-0.396015,-0.396254
-0.385461,-0.384853,-0.387083
-0.383746,-0.383139,-0.385736
-0.383962,-0.382165,-0.391297
-0.39014,-0.379469,-0.396661
-0.385858,-0.386249,-0.395718
-0.384721,-0.373401,-0.387774
-0.380088,-0.381441,-0.380286
-0.374055,-0.373279,-0.384283
-0.380483,-0.373608,-0.387971
-0.360868,-0.375875,-0.377698
-0.363142,-0.365897,-0.365344
-0.364598,-0.3627,-0.362684
-0.370159,-0.35954,-0.368853
-0.365114,-0.37491,-0.37712
-0.383457,-0.37583,-0.385025
-0.388072,-0.387599,-0.391083
-0.379764,-0.393145,-0.396426
-0.397676,-0.397919,-0.402314
-0.398848,-0.397961,-0.409933
-0.397488,-0.393852,-0.410911
-0.388455,-0.411098,-0.400466
-0.38617,-0.387797,-0.392341
-0.379555,-0.379919,-0.392991
-0.377456,-0.390323,-0.388869
-0.382426,-0.386217,-0.382541
-0.375268,-0.37621,-0.377277
-0.378326,-0.373337,-0.374365
-0.360234,-0.376327,-0.376593
-0.37718,-0.379156,-0.380575
-0.380972,-0.374316,-0.38232
-0.373668,-0.37929,-0.377185
-0.366188,-0.366701,-0.375202
-0.3703,-0.370644,-0.37313
-0.373548,-0.370261,-0.380101
-0.377265,-0.364064,-0.382196
-0.381436,-0.369277,-0.381552
-0.375309,-0.375094,-0.383067
-0.379137,-0.379406,-0.385341
-0.383106,-0.375548,-0.385023
-0.369999,-0.380729,-0.377394
-0.385294,-0.384094,-0.377966
-0.363418,-0.384361,-0.386783
-0.389382,-0.382742,-0.401977
-0.378097,-0.391733,-0.403496
-0.375404,-0.387912,-0.392669
-0.38014,-0.390442,-0.38424
-0.376457,-0.380684,-0.382658
-0.380987,-0.377125,-0.380446
-0.372103,-0.37346,-0.37479
-0.371574,-0.368518,-0.373766
-0.369877,-0.364745,-0.370019
-0.361823,-0.365677,-0.369566
-0.363567,-0.366686,-0.3639
-0.370374,-0.369698,-0.365049
-0.348204,-0.369299,-0.363399
-0.361937,-0.361326,-0.362724
-0.358826,-0.365549,-0.360495
-0.36454,-0.366354,-0.36893
-0.371262,-0.357075,-0.373103
-0.372562,-0.375881,-0.375949
-0.367379,-0.371651,-0.371252
-0.375346,-0.362576,-0.362709
-0.36125,-0.354218,-0.362455
-0.360759,-0.364909,-0.374343
-0.373728,-0.372833,-0.379679
-0.372417,-0.375461,-0.375297
-0.368493,-0.367966,-0.367288
-0.366373,-0.368567,-0.363731
-0.358401,-0.36787,-0.364546
-0.36357,-0.360585,-0.364317
-0.359182,-0.358177,-0.363873
-0.360504,-0.36049,-0.364406
-0.352791,-0.357485,-0.356375
-0.353634,-0.353316,-0.351526
-0.329164,-0.347652,-0.356149
-0.357421,-0.356367,-0.367496
-0.37808,-0.357378,-0.367754
-0.367074,-0.358696,-0.366119
-0.331836,-0.364756,-0.35915
-0.360687,-0.362402,-0.356569
-0.354759,-0.360206,-0.355734
-0.352285,-0.351611,-0.354564
-0.350553,-0.34957,-0.346778
-0.346993,-0.341948,-0.343611
-0.344409,-0.339687,-0.342097
-0.337701,-0.342833,-0.338037
-0.334692,-0.334009,-0.334723
-0.337831,-0.330553,-0.335992
-0.325226,-0.328796,-0.33059
-0.330706,-0.326545,-0.326988
-0.325371,-0.334467,-0.330838
-0.337917,-0.334356,-0.338905
-0.33469,-0.337121,-0.335749
-0.328817,-0.332592,-0.326458
-0.32461,-0.323168,-0.316794
-0.324893,-0.326148,-0.320063
-0.325841,-0.326739,-0.328186
-0.337139,-0.324536,-0.332657
-0.327785,-0.332859,-0.333203
-0.332906,-0.33282,-0.333557
-0.336248,-0.33014,-0.324557
-0.334011,-0.324693,-0.321805
-0.326824,-0.328141,-0.33104
-0.339596,-0.334616,-0.339868
-0.333807,-0.341509,-0.334136
-0.332647,-0.331742,-0.328994
-0.329095,-0.333792,-0.32914
-0.335801,-0.334023,-0.329401
-0.3261,-0.325161,-0.327616
-0.329355,-0.328473,-0.327721
-0.331539,-0.329507,-0.332438
-0.330669,-0.329144,-0.32869
-0.315386,-0.324003,-0.319057
-0.314432,-0.314509,-0.314013
-0.311603,-0.316438,-0.315589
-0.327156,-0.314787,-0.309059
-0.318009,-0.307025,-0.301705
-0.314703,-0.300571,-0.299776
-0.307864,-0.289967,-0.300887
-0.287775,-0.282891,-0.278741
-0.291192,-0.263871,-0.266149
-0.275535,-0.266346,-0.265532
-0.290094,-0.284997,-0.27603
-0.279687,-0.294193,-0.28986
-0.27761,-0.277929,-0.306278
-0.308962,-0.31682,-0.301141
-0.302216,-0.302912,-0.278416
-0.307175,-0.266784,-0.272953
-0.30104,-0.268911,-0.288852
-0.311797,-0.305224,-0.317944
-0.330475,-0.332948,-0.340109
-0.353202,-0.340887,-0.352162
-0.348447,-0.343218,-0.353284
-0.346824,-0.333529,-0.348927
-0.341697,-0.34216,-0.341018
-0.340799,-0.343171,-0.342458
-0.340216,-0.348724,-0.348633
-0.357801,-0.340558,-0.348373
-0.344763,-0.342896,-0.343188
-0.340743,-0.339395,-0.340055
-0.337141,-0.33844,-0.342662
-0.342501,-0.378493,-0.34649
-0.352121,-0.34168,-0.353499
-0.351776,-0.353153,-0.3588
-0.359699,-0.362422,-0.358551
-0.357219,-0.355172,-0.358013
-0.353323,-0.35278,-0.359085
-0.350892,-0.354891,-0.355144
-0.347711,-0.350409,-0.347347
-0.343013,-0.338419,-0.337292
-0.33995,-0.333789,-0.329064
-0.334651,-0.336331,-0.335197
-0.341816,-0.343072,-0.345784
-0.348185,-0.345513,-0.345307
-0.340081,-0.35021,-0.341865
-0.34449,-0.350749,-0.348679
-0.351912,-0.346821,-0.353022
-0.35522,-0.349705,-0.350785
-0.35141,-0.350653,-0.347093
-0.34298,-0.34407,-0.346101
-0.341247,-0.344356,-0.343071
-0.341187,-0.341194,-0.340845
-0.333681,-0.3396,-0.336097
-0.328698,-0.33454,-0.327052
-0.322794,-0.325069,-0.318103
-0.315519,-0.312799,-0.310263
-0.320414,-0.313182,-0.309286
-0.308584,-0.307471,-0.305755
-0.310416,-0.307146,-0.296886
-0.300248,-0.306589,-0.294192
-0.300292,-0.302146,-0.294674
-0.303918,-0.257734,-0.29724
-0.298293,-0.295995,-0.29274
-0.290442,-0.295616,-0.290299
-0.287039,-0.293273,-0.281265
-0.292412,-0.287826,-0.278527
-0.299766,-0.291733,-0.284031
-0.295336,-0.295418,-0.301395
-0.303276,-0.30284,-0.301742
-0.320345,-0.310017,-0.299378
-0.294646,-0.308025,-0.298188
-0.309353,-0.306578,-0.304835
-0.301618,-0.308832,-0.294589
-0.306019,-0.306293,-0.286304
-0.303115,-0.308941,-0.290433
-0.308113,-0.309565,-0.309553
-0.32162,-0.32485,-0.319736
-0.31366,-0.321983,-0.315575
-0.32475,-0.30696,-0.310173
-0.305794,-0.309326,-0.312166
-0.290108,-0.307212,-0.298404
-0.289301,-0.293737,-0.274082
-0.278038,-0.276636,-0.262913
-0.282655,-0.264746,-0.263943
-0.279298,-0.274878,-0.270173
-0.286622,-0.276476,-0.282259
-0.292098,-0.285003,-0.286578
-0.301948,-0.287731,-0.276791
-0.282923,-0.283524,-0.26787
-0.267541,-0.272799,-0.264331
-0.271949,-0.278566,-0.263124
-0.280683,-0.270996,-0.263816
-0.28304,-0.274593,-0.276368
-0.290294,-0.281142,-0.288894
-0.299996,-0.287357,-0.291726
-0.290779,-0.298715,-0.282117
-0.284202,-0.283298,-0.276098
-0.284066,-0.281596,-0.275335
-0.284619,-0.274246,-0.278445
-0.286917,-0.277305,-0.279615
-0.287897,-0.275301,-0.280735
-0.286601,-0.285635,-0.274748
-0.287039,-0.288955,-0.273971
-0.289147,-0.291924,-0.283119
-0.306041,-0.30606,-0.298496
-0.310779,-0.306569,-0.31315
-0.3111,-0.313502,-0.31891
-0.313903,-0.317639,-0.318272
-0.311008,-0.31598,-0.313882
-0.312519,-0.309846,-0.305956
-0.288581,-0.305428,-0.297027
-0.288229,-0.294465,-0.286163
-0.277918,-0.289642,-0.28017
-0.276493,-0.277398,-0.27119
-0.279649,-0.279651,-0.273936
-0.274709,-0.280184,-0.275252
-0.270958,-0.268912,-0.272555
-0.278196,-0.260935,-0.260279
-0.253495,-0.256838,-0.249311
-0.248508,-0.250697,-0.243117
-0.245478,-0.245613,-0.233098
-0.254396,-0.248448,-0.235831
-0.241165,-0.246669,-0.248711
-0.2778,-0.254957,-0.267392
-0.274099,-0.278495,-0.268562
-0.263353,-0.272838,-0.261498
-0.260742,-0.264757,-0.257519
-0.27446,-0.266442,-0.260488
-0.265335,-0.268207,-0.262005
-0.277717,-0.262562,-0.262055
-0.268466,-0.264063,-0.2525
-0.250173,-0.261135,-0.249616
-0.251735,-0.242118,-0.24539
-0.24138,-0.246608,-0.246071
-0.240021,-0.249742,-0.240458
-0.24361,-0.242204,-0.232145
-0.237306,-0.237764,-0.226448
-0.240057,-0.23249,-0.228202
-0.233254,-0.23831,-0.222902
-0.261999,-0.230206,-0.217059
-0.215042,-0.218812,-0.203101
-0.21904,-0.219277,-0.195529
-0.168779,-0.222671,-0.19032
-0.20574,-0.205285,-0.196567
-0.123519,-0.209026,-0.20057
-0.206996,-0.216029,-0.203318
-0.208399,-0.222336,-0.20371
-0.182433,-0.213057,-0.196852
-0.194018,-0.210916,-0.180634
-0.176613,-0.20231,-0.164019
-0.1593,-0.191208,-0.17283
-0.179354,-0.185908,-0.18946
-0.217098,-0.189796,-0.1913
-0.213378,-0.197952,-0.180633
-0.210673,-0.186686,-0.175158
-0.189611,-0.188849,-0.180459
-0.214502,-0.191728,-0.183976
-0.199392,-0.191064,-0.190972
-0.173754,-0.206089,-0.191346
-0.245213,-0.203656,-0.197317
-0.199518,-0.204206,-0.196837
-0.205857,-0.204525,-0.196092
-0.191437,-0.21062,-0.18454
-0.190649,-0.196535,-0.178618
-0.183992,-0.194443,-0.183235
-0.193566,-0.185359,-0.186614
-0.209416,-0.188826,-0.175592
-0.191343,-0.185149,-0.161601
-0.154441,-0.163118,-0.15233
-0.148816,-0.162603,-0.147152
-0.144228,-0.156959,-0.148175
-0.162365,-0.158803,-0.151803
-0.167437,-0.165399,-0.154232
-0.154405,-0.166656,-0.151327
-0.172025,-0.161591,-0.152363
-0.154385,-0.160206,-0.151356
-0.14931,-0.162477,-0.149726
-0.179093,-0.159798,-0.140984
-0.20769,-0.151433,-0.139328
-0.144211,-0.148736,-0.138402
-0.132868,-0.145917,-0.143465
-0.145165,-0.14457,-0.136565
-0.171327,-0.142793,-0.124344
-0.111652,-0.133843,-0.114655
-0.131235,-0.123307,-0.117015
-0.0998248,-0.123845,-0.118383
-0.112247,-0.11996,-0.110312
-0.101649,-0.119527,-0.104585
-0.135312,-0.113399,-0.104336
-0.126445,-0.120792,-0.107468
-0.121173,-0.122841,-0.113731
-0.122168,-0.120067,-0.120203
-0.15594,-0.126978,-0.119281
-0.152512,-0.17623,-0.10877
-0.104275,-0.116173,-0.104162
-0.109251,-0.113965,-0.109384
-0.127628,-0.113403,-0.11141
-0.116413,-0.120386,-0.112081
-0.122042,-0.112031,-0.107279
-0.120294,-0.117857,-0.109744
-0.108733,-0.115375,-0.106128
-0.140774,-0.10982,-0.107368
-0.105232,-0.107589,-0.099883
-0.187483,-0.121339,-0.0899803
-0.0723195,-0.0960291,-0.0832119
-0.108378,-0.0931886,-0.0837903
-0.0839596,-0.0967378,-0.0905547
-0.0971112,-0.100174,-0.0916558
-0.10472,-0.101551,-0.0930172
-0.0966115,-0.106432,-0.0939241
-0.107211,-0.104645,-0.105106
-0.112776,-0.112836,-0.103319
-0.0988174,-0.107941,-0.0988869
-0.112426,-0.110927,-0.0980032
-0.105113,-0.107174,-0.106741
-0.0952574,-0.11442,-0.110715
-0.117159,-0.115925,-0.109126
-0.117776,-0.12301,-0.110031
-0.118507,-0.121961,-0.111696
-0.105385,-0.118302,-0.10843
-0.110522,-0.113578,-0.102771
-0.132653,-0.118062,-0.104347
-0.139135,-0.123946,-0.115993
-0.123949,-0.134857,-0.125559
